Name,Artist,Album,Release Date,Popularity,Explicit,Duration (ms),Track ID,Spotify URL
Who Booty (Remix) (feat. French Montana),Jonn Hart,Who Booty (Remix) (feat. French Montana) [Clean Version],2012-12-10,30,False,189933,2lONa0SNyCL3I1mxBBziEl,https://open.spotify.com/track/2lONa0SNyCL3I1mxBBziEl
Time of Our Lives - DJ Noodles Remix,Pitbull,NOW That's What I Call PARTY ANTHEMS 3,2016-08-05,0,False,315053,3cnebH2H5PMcdBNFok0VcK,https://open.spotify.com/track/3cnebH2H5PMcdBNFok0VcK
Don't Think They Know,Chris Brown,X (Deluxe Version),2014-09-12,0,False,237973,1lEhGV5EIVEkWqvnUYNcUd,https://open.spotify.com/track/1lEhGV5EIVEkWqvnUYNcUd
Cut Her Off,K CAMP,In Due Time,2014-04-22,21,False,243666,0mKZUckSMMw1XdQDT42Wtc,https://open.spotify.com/track/0mKZUckSMMw1XdQDT42Wtc
I'm Not The Only One,Sam Smith,In The Lonely Hour,2014-05-26,84,False,239316,7795WJLVKJoAyVoOtCWqXN,https://open.spotify.com/track/7795WJLVKJoAyVoOtCWqXN
No Love,August Alsina,No Love (Remix),2014-08-05,32,False,276080,6Z58WT7qNqz1OVSOcRSIlw,https://open.spotify.com/track/6Z58WT7qNqz1OVSOcRSIlw
Let Me Know (feat. Future),Tamar Braxton,Let Me Know (feat. Future),2014-10-07,59,False,238653,7wA4XiTQOWByeF6DGWoxkt,https://open.spotify.com/track/7wA4XiTQOWByeF6DGWoxkt
California Roll (feat. Stevie Wonder),Snoop Dogg,BUSH,2015-05-06,38,False,252186,3wO19rAQ7aya5YFPQ6Ts0A,https://open.spotify.com/track/3wO19rAQ7aya5YFPQ6Ts0A
Can't Feel My Face,The Weeknd,Beauty Behind The Madness,2015-08-28,82,False,213520,22VdIZQfgXJea34mQxlt81,https://open.spotify.com/track/22VdIZQfgXJea34mQxlt81
Sorry,Justin Bieber,Purpose (Deluxe),2015-11-13,85,False,200786,09CtPGIpYB4BrO8qb1RGsF,https://open.spotify.com/track/09CtPGIpYB4BrO8qb1RGsF
See You Again (feat. Charlie Puth),Wiz Khalifa,See You Again (feat. Charlie Puth),2015,82,False,229525,2JzZzZUQj3Qff7wapcbKjc,https://open.spotify.com/track/2JzZzZUQj3Qff7wapcbKjc
Keep It Movin' (feat. Stokley of Mint Condition),Maysa,Back 2 Love,2015-05-26,0,False,258367,27JPthf64dKfSM0qjG19wY,https://open.spotify.com/track/27JPthf64dKfSM0qjG19wY
Dollar Bill,Angie Stone,Dream,2015-11-06,0,False,195211,0TdsXWxtKEFPQwm9SqESDM,https://open.spotify.com/track/0TdsXWxtKEFPQwm9SqESDM
Got What I Need,Antonique Smith,Love Is Everything,2015-11-20,1,False,205308,5NXOXb1p3I1oRDJOCZLYDo,https://open.spotify.com/track/5NXOXb1p3I1oRDJOCZLYDo
Unhappy (feat. Elijah Blake),Jordin Sparks,Right Here Right Now,2015-08-21,13,False,244000,0lp4do5utEIGEUxhkIvQ1J,https://open.spotify.com/track/0lp4do5utEIGEUxhkIvQ1J
No Sleeep (feat. J. Cole),Janet Jackson,Unbreakable,2015-10-02,0,False,260776,2j9bG8ErzwDyAr7QljgBBp,https://open.spotify.com/track/2j9bG8ErzwDyAr7QljgBBp
They Don't Give,Jordin Sparks,They Don't Give,2015-07-31,8,False,228506,05uN4TBvg4QAVC8gOoeDrE,https://open.spotify.com/track/05uN4TBvg4QAVC8gOoeDrE
Fight for Love,Kwabs,Love + War,2016-01-29,12,False,218649,5abs4iTasR0sRZZ0rdRXAn,https://open.spotify.com/track/5abs4iTasR0sRZZ0rdRXAn
In Your Clouds,MNEK,Small Talk - EP,2015-03-20,15,False,298419,5vx016WUYcrXIHZ9h0JxTy,https://open.spotify.com/track/5vx016WUYcrXIHZ9h0JxTy
Want to Want Me,Jason Derulo,Everything Is 4,2015-05-29,78,False,207719,7oGZAicScQt96OAW4AruYy,https://open.spotify.com/track/7oGZAicScQt96OAW4AruYy
Girl (feat. KAYTRANADA) - Radio Edit,The Internet,Girl (feat. KAYTRANADA) [Radio Edit],2015-06-23,37,False,235466,2gvkz0Cxw7OtEh2d5G9uEC,https://open.spotify.com/track/2gvkz0Cxw7OtEh2d5G9uEC
Begin Again (feat. Dave Hollister),Angie Stone,Dream,2015-11-06,0,False,243641,4KjyiQ2IfdjHJi2VrzGw3F,https://open.spotify.com/track/4KjyiQ2IfdjHJi2VrzGw3F
If I Don't Have You,Tamar Braxton,Calling All Lovers (Deluxe),2015-10-02,30,False,254320,64NrwdHmYQjYdHdUVWV7ED,https://open.spotify.com/track/64NrwdHmYQjYdHdUVWV7ED
Backyard Party,R. Kelly,The Buffet (Deluxe Version),2015-12-11,33,False,212640,26MCvTnhr2pbqHcpY3cLpg,https://open.spotify.com/track/26MCvTnhr2pbqHcpY3cLpg
CHA CHA,DRAM,#1EpicEP,2015-03-03,38,False,250107,44Xgp13T5ab99beJ0edP6b,https://open.spotify.com/track/44Xgp13T5ab99beJ0edP6b
You Changed Me (feat. Chris Brown),Jamie Foxx,You Changed Me (feat. Chris Brown),2015-03-13,18,False,242960,6KIwMyAbOoYMXl47BzxcUm,https://open.spotify.com/track/6KIwMyAbOoYMXl47BzxcUm
Forever Don't Last,Jazmine Sullivan,Forever Don't Last,2014-09-16,23,False,220428,1DoBZS4j0K4lRrTFsXwR8g,https://open.spotify.com/track/1DoBZS4j0K4lRrTFsXwR8g
We've Got Love,Babyface,We've Got Love,2015-08-04,24,False,283506,1nonWWVXsoQWWK5PuDQaQ6,https://open.spotify.com/track/1nonWWVXsoQWWK5PuDQaQ6
Love Me Back,Kenny Lattimore,Anatomy Of A Love Song,2015-04-14,0,False,219146,7eH3d8dytkXTJ8oxLcj14R,https://open.spotify.com/track/7eH3d8dytkXTJ8oxLcj14R
Every Moment,Jodeci,"The Past, The Present, The Future",2015-03-30,0,False,246933,4yaakSLK76h4htECWO4a0W,https://open.spotify.com/track/4yaakSLK76h4htECWO4a0W
Let It Burn,Jazmine Sullivan,Reality Show,2015-01-09,28,False,223093,4fUSETqk4cKrV3CeHIBtfa,https://open.spotify.com/track/4fUSETqk4cKrV3CeHIBtfa
Hotline Bling,Drake,Views,2016-05-06,80,False,267066,0wwPcA6wtMf6HUMpIRdeP7,https://open.spotify.com/track/0wwPcA6wtMf6HUMpIRdeP7
Needed Me,Rihanna,ANTI,2016-01-28,0,False,191600,2252EIwkFG7Jobs6bW6SVd,https://open.spotify.com/track/2252EIwkFG7Jobs6bW6SVd
Gangsta,Kehlani,Suicide Squad: The Album,2016-08-05,47,False,177320,0zlTUsS88Y3Ck7WsyEepAi,https://open.spotify.com/track/0zlTUsS88Y3Ck7WsyEepAi
Black Beatles,Rae Sremmurd,SremmLife 2 (Deluxe),2016-08-12,49,False,291866,3JlP8EkTyPiWDRbka7CtP6,https://open.spotify.com/track/3JlP8EkTyPiWDRbka7CtP6
Redbone,Childish Gambino,"NOW That's What I Call Music, Vol. 64",2017-11-03,0,False,206120,0LS7HtDi9cvtXkfFs6xSMG,https://open.spotify.com/track/0LS7HtDi9cvtXkfFs6xSMG
Work,Rihanna,ANTI,2016-01-28,0,False,219320,4aRD0bzvsBD0MAB4LcsRSM,https://open.spotify.com/track/4aRD0bzvsBD0MAB4LcsRSM
No Limit,USHER,Hard II Love,2016-09-16,0,False,228613,0zQ1AjyLQnfW4bjKGsVZ05,https://open.spotify.com/track/0zQ1AjyLQnfW4bjKGsVZ05
LUV,Tory Lanez,I Told You,2016-08-19,40,False,228640,2y7DRJh7SRp5FCTfW7IDHc,https://open.spotify.com/track/2y7DRJh7SRp5FCTfW7IDHc
Finesse,Bruno Mars,24K Magic,2016-11-17,73,False,191000,5XMkENs3GfeRza8MfVAhjK,https://open.spotify.com/track/5XMkENs3GfeRza8MfVAhjK
Controlla,Drake,Views,2016-05-13,0,False,245226,1yRWMNlKpteD6iwCsDxDET,https://open.spotify.com/track/1yRWMNlKpteD6iwCsDxDET
Blended Family (What You Do For Love),Alicia Keys,HERE,2016-11-04,24,False,211546,5urU79wSXrxVUhQAYYNWnF,https://open.spotify.com/track/5urU79wSXrxVUhQAYYNWnF
No Time For It,Fantasia,No Time For It,2016-01-07,22,False,195995,5vkuTOz766GVcp0hFfYB6p,https://open.spotify.com/track/5vkuTOz766GVcp0hFfYB6p
Too Good,Drake,Views,2016-05-13,0,False,263360,7pLKOFiBwkX8JLawV0W8r0,https://open.spotify.com/track/7pLKOFiBwkX8JLawV0W8r0
Panda,Desiigner,Panda,2016-02-26,51,False,226520,6r2jK1A6oFRPREZfxjc5d1,https://open.spotify.com/track/6r2jK1A6oFRPREZfxjc5d1
Cranes in the Sky,Solange,A Seat at the Table,2016-09-30,64,False,250973,48EjSdYh8wz2gBxxqzrsLe,https://open.spotify.com/track/48EjSdYh8wz2gBxxqzrsLe
Am I Wrong (feat. ScHoolboy Q),Anderson .Paak,Malibu,2016-01-15,30,False,256695,2kDL9xAqKwvbLvB0SzPOQL,https://open.spotify.com/track/2kDL9xAqKwvbLvB0SzPOQL
Turnin' Me Up,BJ The Chicago Kid,In My Mind,2016-02-19,52,False,269173,5MjAFPcmrR1DYCgZrXCN4d,https://open.spotify.com/track/5MjAFPcmrR1DYCgZrXCN4d
Low Life (feat. The Weeknd),Future,EVOL,2016-04-13,41,False,312920,6qjlcNvLc0kEO2LVvkYx0u,https://open.spotify.com/track/6qjlcNvLc0kEO2LVvkYx0u
Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),Lil Wayne,Suicide Squad: The Album,2016-08-05,39,False,243490,3RpufFBpn0bfpG1IhK0cUw,https://open.spotify.com/track/3RpufFBpn0bfpG1IhK0cUw
24K Magic,Bruno Mars,24K Magic,2016-11-17,82,False,225983,6b8Be6ljOzmkOmFslEb23P,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P
Company,Tinashe,Company,2016-09-16,16,False,220021,1abw6hkfXvXBrmxCRpUE4F,https://open.spotify.com/track/1abw6hkfXvXBrmxCRpUE4F
Come Down,Anderson .Paak,Malibu,2016-01-15,34,False,169726,7qsF31mlCOvFDDZpEiS0Sk,https://open.spotify.com/track/7qsF31mlCOvFDDZpEiS0Sk
I Feel It Coming,The Weeknd,Starboy,2016-11-25,77,False,269186,3dhjNA0jGA8vHBQ1VdD6vV,https://open.spotify.com/track/3dhjNA0jGA8vHBQ1VdD6vV
Good Kisser,USHER,Good Kisser,2014-05-05,28,False,249626,5UNH0XM5BcWpfYCaTlo9Zx,https://open.spotify.com/track/5UNH0XM5BcWpfYCaTlo9Zx
Ride Of Your Life,Tinashe,Ride Of Your Life,2016-03-09,6,False,213828,5nDNLF7v56bHdG7ySaPmwk,https://open.spotify.com/track/5nDNLF7v56bHdG7ySaPmwk
All My Friends (feat. Tinashe & Chance the Rapper) - Wave Racer Remix,Snakehips,All My Friends (The Remixes) (feat. Tinashe & Chance the Rapper),2016-04-01,33,False,213946,6XInw1uowvKHrJZaiFd8sY,https://open.spotify.com/track/6XInw1uowvKHrJZaiFd8sY
That's What I Like,Bruno Mars,24K Magic,2016-11-17,86,False,206693,0KKkJNfGyhkQ5aFogxQAPU,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
Uber Everywhere,MadeinTYO,Uber Everywhere,2016-02-26,0,False,153428,5W6YElZRGLAxG92QyRsIW1,https://open.spotify.com/track/5W6YElZRGLAxG92QyRsIW1
Boo'd Up,Ella Mai,READY,2017-02-22,68,False,256063,0At2qAoaVjIwWNAqrscXli,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
The Weekend - Funk Wav Remix,SZA,The Weekend (Funk Wav Remix),2017-12-15,70,False,171805,0P6AWOA4LG1XOctzaVu5tt,https://open.spotify.com/track/0P6AWOA4LG1XOctzaVu5tt
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,Grateful,2017-06-20,47,False,204169,7AZiZMup0bLK5f4A2jRMpP,https://open.spotify.com/track/7AZiZMup0bLK5f4A2jRMpP
Privacy,Chris Brown,Privacy,2017-03-24,0,False,220963,64gf3sZnCF9SQfjkU3V5ws,https://open.spotify.com/track/64gf3sZnCF9SQfjkU3V5ws
Young Dumb & Broke,Khalid,American Teen,2017-04-27,81,False,202546,5Z3GHaZ6ec9bsiI5BenrbY,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
Sky Walker (feat. Travis Scott),Miguel,War & Leisure,2017-12-01,46,False,259333,7hT7wKc2gYxx27OSd7i1py,https://open.spotify.com/track/7hT7wKc2gYxx27OSd7i1py
Sativa,Jhené Aiko,Sativa feat. Rae Sremmurd,2018-01-21,29,False,239706,7kHE4NG6OQ8D9UrXojQG2L,https://open.spotify.com/track/7kHE4NG6OQ8D9UrXojQG2L
Mask Off,Future,FUTURE,2017-06-29,48,False,204440,1ua3sHd7ojyTKzQNqQdSU4,https://open.spotify.com/track/1ua3sHd7ojyTKzQNqQdSU4
Nobody Else but You,Trey Songz,Tremaine the Album,2017-03-24,55,False,229013,1HOUzEsetdIPSpAgRPhZQt,https://open.spotify.com/track/1HOUzEsetdIPSpAgRPhZQt
do re mi,blackbear,digital druglord,2017-04-21,1,True,212027,3Q3myFA7q4Op95DOpHplaY,https://open.spotify.com/track/3Q3myFA7q4Op95DOpHplaY
"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)",Chris Brown,"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)",2017-08-04,0,False,292910,2OQSD7t1eyqlccHhf7fu03,https://open.spotify.com/track/2OQSD7t1eyqlccHhf7fu03
Come Through and Chill (feat. J. Cole & Salaam Remi),Miguel,War & Leisure,2017-12-01,30,False,322000,6gyHEiz9uGl3yhN94hysHD,https://open.spotify.com/track/6gyHEiz9uGl3yhN94hysHD
Party (feat. Usher & Gucci Mane),Chris Brown,Party (feat. Usher & Gucci Mane),2016-12-15,0,False,220813,0g5ozYi9T0yJEl2cjrrXdb,https://open.spotify.com/track/0g5ozYi9T0yJEl2cjrrXdb
Location,Khalid,American Teen,2017-04-27,77,False,219080,152lZdxL1OR0ZMW6KquMif,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
Gave Your Love Away,Majid Jordan,The Space Between,2017-10-27,0,False,285160,3V35bKSSm4usoSPjdaRGMx,https://open.spotify.com/track/3V35bKSSm4usoSPjdaRGMx
Questions,Chris Brown,Questions,2017-08-16,0,False,129477,5XQMr19TL7Mfksq9zihbOu,https://open.spotify.com/track/5XQMr19TL7Mfksq9zihbOu
Way Back,TLC,Way Back,2017-04-14,19,True,227272,3gEWHd096VJ2OX8J5Tydq1,https://open.spotify.com/track/3gEWHd096VJ2OX8J5Tydq1
Run Me Dry,Bryson Tiller,True to Self,2017-05-26,36,False,169253,4WnNkrP4v1kBuOILHuE7NI,https://open.spotify.com/track/4WnNkrP4v1kBuOILHuE7NI
Long Song Away,Kevin Ross,The Awakening,2017-03-24,0,False,272076,4EpbFlnnetPPtuqgQpE8WG,https://open.spotify.com/track/4EpbFlnnetPPtuqgQpE8WG
No Frauds,Nicki Minaj,No Frauds,2017-03-10,26,False,272453,2FBb2woQwTWMjs7Z5XGWvY,https://open.spotify.com/track/2FBb2woQwTWMjs7Z5XGWvY
Show You the Way,Thundercat,Drunk,2017-02-24,0,False,214554,3KQvcYqWgMnG6MCg1aeXif,https://open.spotify.com/track/3KQvcYqWgMnG6MCg1aeXif
Shape of You,Ed Sheeran,÷ (Deluxe),2017-03-03,88,False,233712,7qiZfU4dY1lWllzX7mPBI3,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
I Think Of You,Jeremih,I Think Of You,2017-02-03,13,False,217786,73pl1Ue8ON7QWLbe6SApr7,https://open.spotify.com/track/73pl1Ue8ON7QWLbe6SApr7
Blood on Me,Sampha,Process,2017-02-03,0,False,246951,37el170lJYr5CiWJFk207u,https://open.spotify.com/track/37el170lJYr5CiWJFk207u
Before I Do,Sevyn Streeter,Before I Do,2016-12-02,36,False,236946,5d4l67BejhQZ9uQtTCfYfL,https://open.spotify.com/track/5d4l67BejhQZ9uQtTCfYfL
Jenga (feat. Gaeko),Heize,Wish & Wind,2018-03-08,43,False,210158,1dA1tlzwcJ3YDYsSul1m06,https://open.spotify.com/track/1dA1tlzwcJ3YDYsSul1m06
Signs,Snoop Dogg,R&G (Rhythm & Gangsta): The Masterpiece,2004-01-01,37,False,236373,1qEa4lfsQQvRkKyEnu7TAf,https://open.spotify.com/track/1qEa4lfsQQvRkKyEnu7TAf
Just A Baby Boy - Radio Edit,Tyrese,2000 Watts,2001-10-29,39,False,238000,6CMr41ezXYJT0nTfT9trMh,https://open.spotify.com/track/6CMr41ezXYJT0nTfT9trMh
Make It Clap (remix) - Remix,"Busta Rhymes, Spliff Starr Feat. Sean Paul",Reggae Gold 2003,2003-06-17,0,False,242920,6lHE5n1fHxAiBsTGA6d8Wn,https://open.spotify.com/track/6lHE5n1fHxAiBsTGA6d8Wn
Something Else,Marques Houston,Naked,2005-05-05,0,False,188466,7KgfzFLD2djQ9WobTWydxT,https://open.spotify.com/track/7KgfzFLD2djQ9WobTWydxT
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),2016-10-21,72,False,251088,5knuzwU65gJK7IF5yJsuaW,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
pick up the phone,Young Thug,pick up the phone,2016-06-03,36,False,252262,1mHTmGzh75crFRfAWmKwLs,https://open.spotify.com/track/1mHTmGzh75crFRfAWmKwLs
Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,Old Town Road,2019-04-05,3,False,157066,6u7jPi22kF8CTQ3rb9DHE7,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
Bailando - English Version,Enrique Iglesias,SEX AND LOVE,2014-05-06,50,False,243240,1yM7GIEJ2QniupkEHOyp0a,https://open.spotify.com/track/1yM7GIEJ2QniupkEHOyp0a
Bailando - Spanish Version,Enrique Iglesias,SEX AND LOVE (Deluxe),2014-03-17,57,False,243413,32lm3769IRfcnrQV11LO4E,https://open.spotify.com/track/32lm3769IRfcnrQV11LO4E
Love King,The-Dream,Love King,2010-01-01,23,True,251826,1cVwYjlZ0xkMOINhlguz2y,https://open.spotify.com/track/1cVwYjlZ0xkMOINhlguz2y
Hush,LL COOL J,THE DEFinition,2004-08-31,47,False,214560,0CCDW5SLBppFbtfe2bKwfX,https://open.spotify.com/track/0CCDW5SLBppFbtfe2bKwfX
I Wish,R. Kelly,TP-2.com,2000-11-07,47,False,334000,7sOqd1dVmfU5mgqrUtlqc5,https://open.spotify.com/track/7sOqd1dVmfU5mgqrUtlqc5
I Can,Nas,God's Son,2002-12-13,59,False,253720,2NPxL1QqPrD1a7OLHjVcAP,https://open.spotify.com/track/2NPxL1QqPrD1a7OLHjVcAP
Letting Go (Dutty Love) featuring Nicki Minaj (feat. Nicki Minaj),Sean Kingston,Letting Go (Dutty Love) featuring Nicki Minaj (feat. Nicki Minaj),2010-07-23,60,False,230600,0wDbYIl4fN2mccHczCJqEf,https://open.spotify.com/track/0wDbYIl4fN2mccHczCJqEf
Intro By DJ Felli Fel,Timbaland,Shock Value II,2009-01-01,28,False,48853,5yTOjULCOYraTvmm4lVH8j,https://open.spotify.com/track/5yTOjULCOYraTvmm4lVH8j
Carry Out (Featuring Justin Timberlake),Timbaland,Shock Value II,2009-01-01,71,False,232466,2DHc2e5bBn4UzY0ENVFrUl,https://open.spotify.com/track/2DHc2e5bBn4UzY0ENVFrUl
Lose Control (Featuring JoJo),Timbaland,Shock Value II,2009-01-01,45,False,267800,2nIfbCNzrRmUlMaEwLe9Ua,https://open.spotify.com/track/2nIfbCNzrRmUlMaEwLe9Ua
Meet In Tha Middle (Featuring Bran' Nu),Timbaland,Shock Value II,2009-01-01,39,False,240866,03omQ9bjayQ8qsezRhlJVM,https://open.spotify.com/track/03omQ9bjayQ8qsezRhlJVM
Say Something (Featuring Drake),Timbaland,Shock Value II,2009-01-01,62,True,240920,7qje9qxLncMESiPeI27SAn,https://open.spotify.com/track/7qje9qxLncMESiPeI27SAn
Tomorrow In The Bottle (Featuring Chad Kroeger & Sebastian),Timbaland,Shock Value II,2009-01-01,38,True,327826,7vqG2ll4T01lH53YJ9wNSF,https://open.spotify.com/track/7vqG2ll4T01lH53YJ9wNSF
We Belong To The Music (Featuring Miley Cyrus),Timbaland,Shock Value II,2009-01-01,36,False,267400,1U3V9nnehWUjHFZVYNZ34s,https://open.spotify.com/track/1U3V9nnehWUjHFZVYNZ34s
Morning After Dark (Featuring Nelly Furtado & SoShy),Timbaland,Shock Value II,2009-01-01,63,False,231960,6mmtxbG5pzkrJ0BrSdg9uW,https://open.spotify.com/track/6mmtxbG5pzkrJ0BrSdg9uW
If We Ever Meet Again (Featuring Katy Perry),Timbaland,Shock Value II,2009-01-01,68,False,292706,360UM2DaiHZPRu0EsrOvMp,https://open.spotify.com/track/360UM2DaiHZPRu0EsrOvMp
Can You Feel It (Featuring Esthero & Sebastian),Timbaland,Shock Value II,2009-01-01,31,False,284133,7MEqDZvhRnEJsueCmEVN1c,https://open.spotify.com/track/7MEqDZvhRnEJsueCmEVN1c
Ease Off The Liquor,Timbaland,Shock Value II,2009-01-01,36,False,358373,0Bwhx3su6Gn5Va0Ax5zaxu,https://open.spotify.com/track/0Bwhx3su6Gn5Va0Ax5zaxu
Undertow (Featuring The Fray & Esthero),Timbaland,Shock Value II,2009-01-01,35,False,261533,3gVDntrSjxw2GzBma5M9nG,https://open.spotify.com/track/3gVDntrSjxw2GzBma5M9nG
Timothy Where You Been (Featuring Jet),Timbaland,Shock Value II,2009-01-01,29,False,290173,6VATz4iDAeE0SjLrZvNwN3,https://open.spotify.com/track/6VATz4iDAeE0SjLrZvNwN3
Drug Dealers Anonymous,Pusha T,Drug Dealers Anonymous,2016-06-23,51,True,253786,1b6rmL3VXBgYTbn61kM8wT,https://open.spotify.com/track/1b6rmL3VXBgYTbn61kM8wT
Baby Sitter (feat. Offset),DaBaby,Baby On Baby,2019-03-01,56,True,157693,7f1zjZG77S891Uv4O68yfk,https://open.spotify.com/track/7f1zjZG77S891Uv4O68yfk
Talk (feat. Disclosure),Khalid,Free Spirit,2019-04-05,72,False,197573,6TqXcAFInzjp0bODyvrWEq,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
No Guidance (feat. Drake),Chris Brown,Indigo,2019-06-28,80,True,260640,6XHVuErjQ4XNm6nDPVCxVX,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
Go Loko,YG,Go Loko,2019-05-03,0,True,299226,3SZqA7rQvROJsCbUu2v0xa,https://open.spotify.com/track/3SZqA7rQvROJsCbUu2v0xa
Please Me,Cardi B,Please Me,2019-02-15,79,True,200889,0PG9fbaaHFHfre2gUVo7AN,https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN
Don't Waste My Time (feat. Ella Mai),USHER,Don't Waste My Time (feat. Ella Mai),2019-12-13,53,False,199720,3Ey11v2aiX14s4wBaYbhlp,https://open.spotify.com/track/3Ey11v2aiX14s4wBaYbhlp
None Of Your Concern (feat. Big Sean),Jhené Aiko,Chilombo,2020-03-06,59,True,259385,75MSZRbAbQuzfUV3Pefvut,https://open.spotify.com/track/75MSZRbAbQuzfUV3Pefvut
Power is Power (feat. The Weeknd & Travis Scott),SZA,For The Throne (Music Inspired by the HBO Series Game of Thrones),2019-04-26,60,False,211266,4cbdPT6uaBOgOQe3fLMofl,https://open.spotify.com/track/4cbdPT6uaBOgOQe3fLMofl
MEGATRON,Nicki Minaj,MEGATRON,2019-06-21,56,True,190746,1ZDmxwg7Lywlx68b7SsJjj,https://open.spotify.com/track/1ZDmxwg7Lywlx68b7SsJjj
Chi Chi (feat. Chris Brown),Trey Songz,Chi Chi (feat. Chris Brown),2019-02-04,51,True,139567,0UvBmQOhu4DVXJtdzGc5eV,https://open.spotify.com/track/0UvBmQOhu4DVXJtdzGc5eV
King James,Anderson .Paak,Ventura,2019-04-12,46,True,197963,5ri4b7YQp2PWn8tl3MRYgE,https://open.spotify.com/track/5ri4b7YQp2PWn8tl3MRYgE
Move Bitch,Ludacris,Word Of Mouf,2001-01-01,63,True,270866,1Q9b6CeMcDuO0uq5OJCrqu,https://open.spotify.com/track/1Q9b6CeMcDuO0uq5OJCrqu
Ride wit U (feat. G-Unit),Joe,Greatest Hits,2008-10-14,40,False,251880,28DDh8OK8Ls6dWEwz1Tm1A,https://open.spotify.com/track/28DDh8OK8Ls6dWEwz1Tm1A
The Boy Is Mine,Brandy,Never Say Never,1998-05-29,75,False,294786,6sHsXIJoEN5JpdkGMQDJxt,https://open.spotify.com/track/6sHsXIJoEN5JpdkGMQDJxt
Black and Yellow,Wiz Khalifa,Rolling Papers,2011-03-29,76,True,217666,5A6OHHy73AR5tLxgTc98zz,https://open.spotify.com/track/5A6OHHy73AR5tLxgTc98zz
Used to Love U,John Legend,Get Lifted,2005-12-06,51,False,210866,051NZ3rr3HXTULCEySJRX3,https://open.spotify.com/track/051NZ3rr3HXTULCEySJRX3
Deuces (feat. Tyga & Kevin McCall),Chris Brown,F.A.M.E. (Expanded Edition),2011-03-22,74,True,276560,6wN4nT2qy3MQc098yL3Eu9,https://open.spotify.com/track/6wN4nT2qy3MQc098yL3Eu9
You Make Me Wanna...,USHER,My Way,1997-09-16,70,False,219120,47TqCCnEliDp8NRDyIQoQq,https://open.spotify.com/track/47TqCCnEliDp8NRDyIQoQq
Loyal (feat. Lil Wayne & Tyga),Chris Brown,X (Expanded Edition),2014-09-16,78,True,264946,5BrTUo0xP1wKXLJWUaGFtk,https://open.spotify.com/track/5BrTUo0xP1wKXLJWUaGFtk
